"abany","abpoor","age","attend","bigbang","cappun","childs","class","closeblk","degree","educ","evolved","fear","fechld","fefam","getahead","gunlaw","happy","hrs1","income06","letdie1","letin1","marhomo","marital","news","obey","paeduc","parsol","partnrs5","pillok","polviews","postlife","pray","premarsx","PRES08","racecen1","rank","relig","region","satjob","sex","sexfreq","spanking","SPKMSLM","thnkself","trust","tvhours","wwwhr","xmarsex"
,,51,6,,1,3,3,,1,13,,,3,2,,,2,40,21,2,4,,1,1,3,12,3,1,4,5,1,2,2,2,1,5,1,9,3,1,6,2,,2,2,1,15,
,,42,8,2,1,2,2,,1,12,2,,2,3,,,1,50,18,1,5,,1,4,1,9,1,1,2,6,1,1,1,2,5,5,1,8,1,1,3,2,,4,2,1,20,
2,2,42,4,,1,2,2,5,1,15,,1,4,3,3,2,2,43,21,1,5,5,1,2,,12,,5,1,5,1,2,1,1,1,4,4,8,2,1,2,1,2,,,3,10,1
,,48,2,,1,5,2,,1,12,,,3,2,,,3,70,21,1,5,,1,5,1,6,3,0,2,4,1,1,4,,1,8,1,8,3,1,,2,,4,2,2,5,
1,1,69,2,,1,2,2,6,1,15,,2,,,1,1,2,,21,,,3,1,,4,9,2,1,,5,1,2,,2,1,5,1,8,,2,1,,2,1,,,,2
2,1,18,4,,1,0,2,5,1,12,,2,1,2,1,1,2,36,19,1,4,1,5,2,,11,,3,4,4,1,3,3,,3,8,2,8,4,1,1,2,2,,,1,10,1
1,1,37,0,,1,0,2,3,1,12,,2,3,3,1,2,2,9,21,1,5,1,1,5,,,,1,2,4,2,6,4,,1,6,4,8,3,1,3,2,1,,,3,10,1
1,1,33,7,2,1,2,3,5,2,16,2,2,,,1,1,1,,20,,,1,1,,4,18,1,1,,3,1,1,,1,1,5,1,8,1,2,5,,2,1,1,,,1
,,49,2,,1,0,2,,1,12,,,3,3,,,2,38,19,2,5,,5,4,4,6,2,3,1,3,1,3,4,2,1,5,2,8,2,2,5,2,,1,2,2,3,
2,2,39,7,2,2,0,2,,3,16,2,1,,,2,2,2,60,,,,2,1,,4,9,1,,,5,1,1,,2,4,6,1,8,2,2,,,,1,,,,1
,,44,8,,2,7,2,,0,8,,,3,2,,,1,40,17,2,3,,1,3,3,2,1,1,4,4,2,1,1,,5,5,1,8,3,2,3,3,,2,2,6,,
,,53,8,2,2,3,1,,0,6,2,,1,1,,,3,16,7,2,4,,5,2,1,,2,,1,6,1,1,4,,5,8,1,8,2,1,,1,,3,2,1,3,
,,45,3,,1,1,3,,3,16,,,3,4,,,1,42,22,1,4,,1,5,3,12,3,2,3,5,1,2,4,2,1,5,1,8,1,2,3,2,,1,2,2,50,
,,24,0,1,1,0,2,,1,12,1,,2,1,,,2,45,16,1,3,,1,1,3,8,1,1,2,4,1,5,4,1,1,5,2,8,2,1,5,1,,4,2,3,12,
1,1,59,0,1,2,1,1,9,1,13,1,1,,,2,1,1,,15,,,1,5,,4,,4,5,,1,1,2,,1,2,10,4,8,,2,,,2,1,2,,,2
1,1,27,0,,1,1,2,2,1,14,,2,3,3,1,1,2,42,19,2,4,2,5,1,,12,,1,2,2,1,5,4,,5,5,4,8,1,2,3,2,1,,,2,30,1
2,2,26,0,,1,0,3,5,1,12,,1,4,2,2,1,1,24,16,1,3,3,5,5,,,,4,4,4,1,4,3,,1,5,4,8,2,2,6,4,2,,,7,3,1
,,63,1,,1,0,4,,1,12,,,1,2,,,2,80,18,2,5,,3,5,4,16,1,0,4,7,2,1,2,2,1,4,2,8,1,2,,1,,3,,1,0,
2,,52,7,,2,,2,5,1,13,,1,,,1,1,2,40,13,,,1,3,,4,,4,,,4,1,2,,1,2,8,1,4,3,1,,,2,1,2,,,1
,,36,8,,2,2,3,,1,12,,,3,3,,,2,,3,2,3,,5,4,1,,2,,3,4,1,2,1,1,2,,1,4,2,2,,2,,2,2,0,0,
2,2,38,6,,,0,2,1,1,12,2,1,,,3,2,2,,1,,,2,5,,3,16,4,,,4,,5,,,,5,2,4,1,1,,,2,5,,,,3
1,1,73,3,,2,3,2,9,1,12,,1,,,1,,3,,16,,,2,3,,,,4,,,4,2,1,,1,2,5,2,4,,2,,,1,,2,,,1
2,1,51,4,1,1,4,3,5,3,17,1,1,,,1,1,2,45,25,,,3,3,,4,12,3,5,,5,2,5,,2,1,8,1,4,2,1,5,,1,2,1,,,2
,,41,7,,1,1,2,,1,14,,,4,4,,,3,9,14,1,1,,5,5,2,12,2,2,2,2,1,1,4,1,1,10,2,4,2,2,4,2,,3,2,6,25,
1,1,36,6,,2,2,3,6,1,16,,1,,,2,1,3,,18,,,2,1,,3,12,3,1,,2,2,2,,,2,8,1,4,,1,4,,2,5,1,,,1
1,1,54,6,,2,2,3,8,4,16,,2,,,1,1,1,48,,,,2,1,,4,15,3,1,,4,1,4,,1,1,7,1,4,1,2,,,1,2,1,,,1
1,1,39,1,,2,1,2,7,3,18,,2,4,4,2,1,2,40,20,1,2,1,3,4,,16,,1,1,1,2,6,4,1,1,5,4,4,2,2,1,3,1,,,1,8,1
,,61,3,,1,0,3,,2,14,,,4,4,,,2,50,21,1,5,,1,1,5,12,4,1,2,3,1,2,4,1,1,3,2,4,1,2,0,3,,1,1,2,20,
,,21,3,,1,0,2,,1,12,,,3,4,,,2,42,11,1,3,,5,4,4,12,3,5,2,4,1,5,3,,1,4,1,3,1,1,5,2,,1,2,3,3,
1,1,76,4,,2,2,2,5,1,9,,2,,,3,1,2,,17,,,2,1,,4,3,3,,,2,1,1,,1,1,,1,3,,1,,,2,1,2,,,1
1,1,23,0,,2,0,2,5,1,16,,1,,,1,1,2,,20,,,1,5,,4,,3,4,,4,2,6,,,1,5,4,3,,2,,,1,2,2,,,2
,1,63,2,,1,2,3,8,1,12,1,2,,,1,2,1,,20,,,1,3,,5,12,1,1,,4,1,2,,1,1,,2,3,,2,,,2,2,1,,,2
1,1,45,2,,1,0,3,5,4,18,,1,4,3,1,1,2,50,21,1,3,1,3,2,,20,,1,2,3,1,3,4,1,1,4,1,9,2,2,3,3,1,,,2,7,1
2,,26,4,,,3,2,5,0,9,2,1,,,1,,1,20,19,,,,1,,1,0,,,,4,1,5,,,1,7,2,9,2,2,,,,3,2,,,1
,,36,7,,2,2,2,,0,9,,,2,2,,,3,40,13,2,3,,1,5,1,0,1,1,3,3,2,1,3,,1,7,2,9,2,1,5,2,,3,2,1,2,
,,46,4,,2,4,2,,0,6,,,2,2,,,1,50,20,2,1,,1,5,4,6,3,,2,4,2,6,4,,1,7,2,9,2,1,,4,,1,2,2,,
,,69,4,,,1,3,,1,12,,,4,3,,,1,,25,2,5,,1,1,4,12,4,1,4,4,1,2,4,1,1,3,2,9,,2,4,3,,3,1,1,10,
2,2,43,7,,1,2,3,5,1,15,,1,2,3,1,1,1,60,22,2,4,5,1,1,,12,,1,3,4,2,1,3,,4,5,2,9,1,2,4,4,2,,,2,0,1
2,1,57,7,,2,1,1,1,3,16,,2,,,1,1,3,,9,,,4,4,,2,5,4,0,,6,1,2,,,4,5,2,9,,2,,,2,5,2,,,1
,,34,4,,1,1,3,,1,12,,,4,3,,,1,40,14,2,3,,1,5,2,6,2,1,2,3,1,2,4,1,1,6,2,9,1,1,5,2,,4,2,2,8,
,,30,2,2,2,2,3,,0,12,2,,1,1,,,1,,10,1,2,,1,4,1,,1,1,2,4,1,6,3,,1,3,1,9,4,1,2,2,,3,2,3,6,
1,1,28,3,,1,0,3,7,3,16,,2,4,2,1,2,1,89,23,2,4,2,5,1,,18,,5,1,5,1,2,3,2,1,1,2,9,1,1,3,1,1,,,1,10,1
2,2,23,2,,1,0,3,6,1,14,,2,,,2,1,2,,25,,,1,5,,2,,1,8,,4,1,3,,,1,3,2,9,,1,6,,2,1,2,,,1
,,29,5,1,1,3,2,,1,12,2,,4,2,,,2,42,19,1,4,,1,5,4,11,1,1,4,6,1,5,3,2,1,7,1,8,2,1,5,1,,2,2,2,80,
1,1,54,2,,2,0,3,7,4,19,,2,,,1,1,1,50,24,,,1,1,,4,12,1,1,,2,1,6,,1,1,4,4,8,1,2,3,,1,1,1,,,2
2,2,57,7,,1,4,3,5,1,15,,2,3,3,1,2,2,60,25,2,3,5,1,2,,12,,2,4,6,1,1,1,2,1,3,1,8,1,1,2,2,1,,,1,2,1
,,67,7,,1,2,3,,1,13,,,4,3,,,2,,20,1,3,,1,1,5,7,2,1,3,4,1,3,3,1,1,5,1,8,,2,1,2,,1,2,2,4,
1,1,43,1,,1,2,3,6,3,17,,1,,,2,1,2,60,22,,,2,1,,4,20,4,1,,6,1,1,,2,1,4,1,8,1,2,5,,2,1,1,,,1
,,42,0,,1,3,3,,1,14,1,,3,3,,,2,45,25,1,5,,1,1,4,,1,1,4,6,1,2,3,2,1,3,,8,1,1,4,1,,2,2,1,12,
,,35,0,,1,0,2,,2,14,,,4,4,,,2,9,14,1,3,,5,5,5,16,2,1,1,4,1,5,4,,1,5,4,8,1,2,,3,,1,2,2,3,
,,30,2,,2,1,2,,3,16,,,4,4,,,1,16,22,1,3,,1,1,4,16,3,1,1,2,1,4,4,1,1,6,1,8,1,2,3,3,,1,1,4,20,
2,2,55,0,,1,2,3,5,2,14,,1,3,2,2,2,1,40,18,1,5,3,3,5,,,,6,1,4,,6,4,,1,5,4,8,3,1,,4,2,,,6,7,2
1,1,53,1,,1,1,1,9,2,14,,1,,,1,1,2,,15,,,1,2,,3,,3,1,,4,1,4,,1,1,5,1,8,1,2,,,1,4,1,,,1
,,18,2,,2,0,3,,0,11,,,4,3,,,1,,21,1,4,,5,3,5,18,1,0,3,3,,6,3,,2,3,4,8,,1,,2,,2,2,3,40,
1,1,40,0,,2,0,2,5,4,20,,2,3,4,1,2,3,,9,1,3,1,5,5,,20,,9,2,4,,6,4,,1,4,4,8,2,1,1,,1,,,6,100,3
,,25,0,,2,0,3,,1,14,,,3,3,,,2,,21,1,3,,5,3,4,20,2,0,2,3,2,6,4,1,1,5,4,8,,1,,3,,1,1,1,10,
1,1,54,1,,2,2,4,8,4,20,,2,4,4,1,1,1,35,25,1,1,1,1,2,,20,,1,2,2,2,6,4,1,1,3,4,8,2,2,5,3,1,,,1,1,2
1,1,52,4,,1,0,2,5,3,16,,2,,,1,2,2,48,,,,3,1,,4,16,2,1,,6,1,2,,2,1,5,2,8,1,1,5,,2,1,1,,,1
1,1,25,2,,1,2,2,8,1,12,,2,,,1,1,2,,9,,,1,1,,4,,2,3,,2,1,3,,,1,7,1,3,,2,3,,2,2,2,,,1
1,1,28,0,,1,2,3,7,1,13,,2,3,3,1,1,1,52,20,1,5,3,1,3,,12,,1,2,2,1,6,4,1,1,6,4,3,1,1,5,2,2,,,3,2,1
,,74,1,,1,4,3,,1,12,,,2,3,,,3,,15,2,5,,3,3,5,8,1,2,2,4,2,3,2,,1,3,1,3,,1,2,1,,4,2,3,,
,,89,7,2,1,4,4,,3,16,2,,,2,,,2,,21,1,3,,2,1,5,11,1,0,3,4,,2,2,2,1,6,1,3,,1,,2,,1,1,1,,
,,77,7,,1,2,1,,0,11,,,3,2,,,1,,13,2,5,,1,1,4,,,0,3,4,1,1,1,2,1,5,1,3,,1,,2,,3,2,4,,
1,2,24,4,,1,2,3,8,1,13,,1,4,4,2,1,2,41,20,1,3,1,5,2,,11,,1,2,4,1,2,4,1,1,4,4,3,1,2,5,2,2,,,2,8,2
1,1,72,2,,1,4,2,6,1,12,2,2,,,1,1,2,40,21,,,1,1,,4,12,,1,,3,,2,,1,1,5,1,3,1,2,1,,2,1,1,,,1
2,2,70,3,,1,3,2,5,1,12,,2,4,3,1,1,2,34,11,1,4,2,2,1,,16,,1,2,,1,2,4,2,1,7,2,3,2,2,,3,2,,,7,0,2
2,2,73,3,2,1,0,3,9,1,12,,2,,,1,1,3,,9,,,5,3,,1,,2,0,,4,1,1,,1,1,5,1,3,,2,,,2,3,2,,,1
,,57,7,,2,3,2,,1,13,,,3,4,,,2,,14,2,3,,3,5,3,12,2,3,4,3,1,2,3,1,1,7,2,3,,1,2,2,,4,2,8,2,
1,1,47,0,,2,1,3,5,4,20,,1,4,4,3,1,2,40,25,1,3,1,1,5,,16,,1,3,2,1,6,4,1,1,3,1,3,2,2,4,4,1,,,0,0,1
1,1,49,5,,1,1,1,9,1,15,,2,3,1,1,1,2,30,4,1,5,2,5,2,,17,,1,1,4,1,2,1,1,1,9,2,3,3,2,5,3,1,,,5,1,1
1,2,51,0,,2,3,2,4,1,12,,2,4,3,1,1,2,,15,1,2,4,3,2,,12,,0,3,3,1,1,4,1,2,3,1,3,1,2,,3,2,,,8,,1
1,1,53,1,,1,2,2,4,0,11,,2,,,1,1,2,,15,,,1,5,,4,9,1,1,,1,1,1,,1,1,3,1,3,,2,4,,2,1,2,,,1
2,2,65,3,2,1,0,,9,1,14,1,2,,,2,1,2,,10,,,2,4,,3,,2,5,,4,1,1,,,2,6,2,3,,1,1,,2,1,2,,,1
,,55,2,,1,3,2,,1,13,,,4,2,,,2,40,10,2,5,,3,4,1,8,5,1,3,1,1,1,3,,1,5,1,3,1,2,2,2,,4,2,3,12,
1,1,57,0,,1,0,1,4,3,16,,2,3,3,1,1,2,4,12,1,4,3,3,2,,,,0,2,2,1,3,4,1,1,5,4,3,2,1,,3,1,,,8,3,1
1,1,38,1,,2,0,2,8,1,15,,2,,,1,1,2,45,16,,,1,5,,5,,4,4,,3,2,6,,1,1,7,4,3,3,1,2,,1,1,1,,,1
1,1,49,1,1,1,3,2,9,1,12,1,2,,,1,2,3,9,18,,,1,4,,4,11,4,1,,3,1,2,,1,1,6,2,3,4,2,3,,1,1,2,,,1
2,2,54,6,,1,2,3,8,1,13,,2,2,2,1,1,2,40,17,2,3,5,3,2,,10,,1,1,6,2,1,1,,1,6,1,3,3,1,,2,2,,,3,1,1
,,21,0,,2,0,2,,1,12,,,2,4,,,1,8,20,1,5,,5,5,4,12,2,3,1,3,2,6,4,,1,4,4,3,2,1,1,4,,1,2,3,1,
2,1,20,2,1,1,0,2,7,1,13,1,2,,,1,1,2,45,10,,,1,5,,3,16,3,6,,4,1,6,,,1,7,4,3,1,1,5,,1,1,2,,,2
,,76,7,,1,4,3,,1,12,,,4,3,,,2,,,,4,,1,1,3,9,2,0,4,4,1,1,1,,1,5,1,3,,2,,1,,4,1,3,0,
,,43,8,,1,3,2,,1,12,,,4,2,,,2,,16,2,4,,5,1,4,16,5,1,1,5,2,2,4,1,2,1,1,4,1,2,3,2,,3,2,4,,
2,2,55,7,,2,0,2,9,1,14,,1,2,2,1,1,2,,18,2,3,5,5,3,,0,,0,1,1,1,1,1,,2,3,1,4,3,2,,2,2,,,3,10,1
,,28,0,,1,0,3,,4,20,,,4,4,,,1,35,17,1,2,,3,3,4,20,1,6,2,3,1,1,4,2,1,7,1,4,2,2,5,4,,2,2,0,184,
,,81,1,,1,4,2,,0,8,,,3,1,,,2,,13,1,3,,2,1,1,,2,1,3,4,2,4,3,,1,5,1,4,,1,,2,,2,1,5,,
2,2,76,8,,2,6,2,7,1,12,,2,,,2,1,2,,19,,,2,2,,4,8,2,0,,4,1,2,,1,1,5,2,4,,2,,,2,1,2,,,2
,,45,0,,1,1,2,,1,13,,,3,3,,,2,30,13,1,3,,2,5,4,,2,1,2,4,1,5,4,,1,5,4,4,1,2,,2,,1,2,6,0,
,,62,3,,1,2,2,,1,12,,,4,3,,,2,45,18,1,3,,2,1,3,,1,1,4,5,2,3,4,1,1,5,2,4,3,1,,3,,5,2,3,10,
2,1,31,2,1,1,1,3,3,4,18,1,2,,,1,1,2,40,23,,,2,1,,3,20,1,1,,4,2,3,,,4,6,5,4,1,1,5,,2,5,1,,,1
,,32,2,,1,0,2,,1,14,1,,3,3,,,2,,,2,3,,5,5,2,11,3,0,2,4,1,4,4,,1,5,4,4,2,1,,2,,5,2,4,2,
2,2,64,4,1,1,0,1,8,3,16,1,2,,,2,1,2,,17,,,1,2,,1,16,2,0,,4,1,2,,1,1,3,1,4,,2,,,1,3,,,,1
2,,50,0,,1,1,3,,1,13,,2,2,,1,2,2,60,,,5,4,3,4,,12,,9,4,6,1,5,,2,1,,1,4,2,1,,2,1,,,1,1,1
,,22,7,,1,0,3,,1,13,,,4,4,,,2,36,25,1,5,,5,3,2,12,2,9,1,4,1,1,3,2,1,5,2,4,1,1,4,1,,1,1,3,25,
,,22,0,,1,1,2,,0,11,,,4,2,,,2,32,9,1,3,,5,3,4,10,2,5,3,4,1,3,3,,1,6,2,4,2,2,2,2,,2,2,4,0,
1,1,54,3,,1,0,2,5,3,16,,2,,,1,2,2,40,12,,,3,5,,4,8,2,1,,4,1,3,,,1,5,1,4,1,2,1,,1,3,1,,,1
,,76,5,,1,4,3,,1,12,,,4,1,,,3,,16,1,4,,2,1,4,,2,,3,4,2,5,3,1,2,,3,5,,2,,3,,1,2,4,,
2,2,66,7,1,2,2,3,7,2,14,1,2,,,1,1,3,8,19,,,2,1,,4,,1,1,,4,1,2,,1,1,5,5,5,2,1,3,,2,1,1,,,1
,,64,4,,1,0,4,,3,16,,,3,,,,3,,20,1,4,,3,1,5,,1,5,2,5,1,4,4,2,1,2,1,5,,1,4,3,,4,1,2,2,
,,56,7,,1,0,3,,3,16,,,4,4,,,2,65,,2,3,,1,5,1,16,3,,4,6,1,2,1,2,1,7,1,5,1,2,,1,,3,1,1,40,
2,1,19,7,2,1,0,3,9,0,11,2,1,,,1,1,2,,18,,,2,5,,3,,3,0,,4,1,3,,,1,5,1,5,,2,,,2,4,2,,,1
,,45,7,,1,2,3,,1,14,,,4,3,,,2,,25,1,3,,1,3,4,14,2,1,3,3,1,2,3,1,1,3,1,5,2,2,3,3,,3,1,2,10,
2,2,20,5,,2,0,1,3,1,14,,1,2,3,3,1,2,,18,1,1,2,5,1,,16,,5,3,4,1,2,4,,2,8,1,5,,1,6,4,1,,,1,60,1
2,2,24,4,,1,0,3,5,2,15,,1,3,2,1,2,2,36,18,1,4,3,5,3,,14,,3,3,4,1,4,3,,4,6,5,5,1,1,5,2,1,,,1,16,1
,,49,7,2,,2,2,,3,16,2,,2,2,,,1,80,19,1,3,,1,3,3,,3,5,1,4,1,1,,,2,5,1,5,2,2,4,1,,4,2,0,10,
2,2,47,4,1,1,0,2,9,1,12,2,1,,,1,1,3,,6,,,5,4,,4,12,4,5,,7,1,1,,2,1,1,1,5,1,2,6,,1,1,2,,,1
2,2,76,3,,1,5,3,9,1,13,,1,,,1,1,1,,19,,,4,1,,4,,,9,,5,1,1,,,1,3,1,5,,2,0,,1,1,1,,,1
2,2,51,5,,1,0,3,5,0,11,,2,2,3,2,1,2,60,18,1,5,2,3,5,,12,,1,4,4,1,1,2,,1,6,1,5,1,2,1,1,2,,,5,2,1
1,1,37,0,,2,2,2,7,1,12,1,2,,,2,1,1,70,22,,,2,1,,4,12,4,1,,2,1,6,,,1,6,4,5,2,1,5,,1,1,1,,,3
,,43,5,,2,2,2,,1,12,,,3,3,,,3,70,21,1,5,,5,1,2,,1,0,2,4,1,1,2,1,2,5,1,5,2,2,,2,,1,1,1,2,
2,,22,7,,1,1,2,3,1,13,,2,2,3,1,2,1,48,16,2,5,2,5,5,,14,,2,3,5,1,2,4,2,1,7,1,5,1,2,1,2,2,,,0,1,1
,,41,1,,1,4,2,8,1,13,,2,4,3,1,2,2,20,21,1,4,4,5,1,,12,,5,,4,1,2,4,,1,5,1,5,1,1,5,2,1,,,6,15,1
1,2,43,2,,2,5,2,5,0,8,,1,2,2,2,1,2,37,,1,3,1,1,3,,,,,2,4,2,3,1,,1,9,2,5,3,2,,2,1,,,1,1,1
1,,47,1,,2,1,2,6,1,13,,1,,,1,2,2,30,14,,,2,5,,2,,2,3,,3,1,2,,1,1,5,1,5,2,2,2,,2,1,2,,,1
2,2,57,7,,2,5,2,9,2,14,,2,,,1,1,2,40,12,,,5,1,,1,9,1,1,,5,1,1,,2,4,5,1,5,2,1,4,,1,4,1,,,1
1,1,61,2,1,1,2,3,5,3,16,1,2,,,2,1,2,60,23,,,5,1,,5,12,2,3,,6,1,3,,2,1,3,1,5,2,1,3,,2,1,1,,,1
1,1,42,6,,1,2,2,5,3,16,,2,,,2,2,2,50,17,,,1,3,,4,,4,9,,4,1,2,,,1,,1,5,1,2,,,1,1,,,,1
2,1,87,7,,2,2,3,1,2,15,,2,,2,,1,1,,,2,5,5,1,1,,8,,,2,6,1,1,1,2,1,5,2,5,,1,,1,2,,,2,10,2
2,2,42,7,2,1,0,3,8,3,16,2,2,,,1,2,1,80,25,,,2,1,,4,17,2,1,,4,1,2,,2,1,3,1,5,1,1,,,1,3,1,,,2
,,89,7,,2,1,2,,1,12,,,3,2,,,2,,15,2,5,,2,1,5,,1,,4,6,2,2,1,1,1,,1,5,,2,,4,,1,2,3,0,
2,2,62,4,1,1,3,2,5,2,15,1,2,,,1,2,2,,19,,,5,1,,4,13,1,1,,6,1,4,,2,1,4,2,9,,1,1,,2,1,2,,,2
2,2,51,7,,1,5,3,9,3,16,,2,1,2,1,2,2,40,23,2,3,5,1,5,,16,,1,4,7,1,1,1,2,1,5,1,9,1,1,4,1,1,,,0,6,1
,,36,2,1,1,2,2,,0,11,1,,2,3,,,2,50,18,1,4,,3,4,3,11,2,1,4,4,2,1,4,,1,2,1,9,4,1,5,1,,5,1,1,12,
1,1,34,3,,2,2,2,1,1,14,,1,2,2,1,2,3,9,17,2,4,4,1,4,,13,,6,2,4,1,3,4,2,1,5,1,9,1,2,6,2,2,,,1,2,1
1,1,36,0,,,1,3,5,3,16,,1,,,2,1,2,,18,,,,1,,4,0,1,,,,1,6,,,4,5,5,9,2,2,,,1,2,2,,,1
,,42,0,,2,2,,,1,12,,,4,4,,,1,,,2,,,1,5,4,16,,,4,,2,6,,,1,,4,9,1,2,,2,,2,,1,1,
2,,51,7,,1,2,3,5,2,14,,2,3,2,2,1,1,40,25,1,3,3,1,5,,16,,1,2,4,1,2,4,2,4,5,1,9,1,1,,,2,,,4,1,1
1,1,25,2,,1,0,2,5,1,13,,2,,,1,1,1,20,14,,,2,5,,2,,3,5,,4,1,3,,,1,4,2,9,2,1,5,,1,3,2,,,1
2,2,81,6,1,1,4,3,5,3,16,2,2,,,1,1,1,,23,,,2,2,,4,12,2,1,,4,1,2,,1,1,3,2,9,,2,,,1,1,1,,,1
,,45,0,,1,2,2,,1,13,,,2,3,,,1,40,21,1,5,,1,4,4,16,2,1,1,1,1,6,4,2,1,5,4,9,3,2,3,2,,3,2,1,10,
2,2,63,0,,1,2,2,5,1,12,,1,,,3,1,2,,19,,,5,1,,4,,1,0,,4,,3,,1,1,5,1,2,,1,,,2,3,2,,,1
,,60,2,,2,2,3,,4,20,,,2,3,,,3,40,25,1,4,,1,5,3,19,1,1,4,4,1,6,3,,4,7,4,2,1,1,1,2,,1,1,1,25,
2,2,54,7,,2,2,3,8,1,12,,2,,,2,2,2,,25,,,5,1,,3,20,1,0,,6,1,1,,2,1,5,1,2,,2,,,2,2,1,,,1
2,2,21,7,1,1,0,3,5,1,14,1,2,,,1,2,2,,17,,,3,5,,2,12,1,1,,5,1,4,,,4,5,2,2,2,1,,,1,4,2,,,1
1,1,61,3,,,1,2,7,1,12,,1,3,3,2,1,2,60,17,1,3,3,3,1,,,,,3,4,1,5,4,1,2,6,4,2,1,1,,2,1,,,6,4,1
,,72,7,,2,8,1,,0,9,,,3,1,,,1,,17,1,5,,2,5,4,,1,0,1,,1,1,1,1,2,7,1,2,,2,,1,,3,2,6,,
2,1,63,4,1,,1,3,5,0,9,1,2,,,1,,2,20,2,,,5,3,,2,5,4,5,,3,1,4,,,1,5,2,2,2,1,2,,2,4,2,,,2
,,78,7,,1,3,2,,1,18,,,3,2,,,1,,,,3,,1,1,2,12,1,1,4,5,1,1,1,1,1,3,1,2,,1,1,2,,1,2,2,1,
,,45,7,,1,1,3,,3,16,,,4,3,,,1,50,22,2,3,,1,1,4,12,2,,4,4,1,1,4,2,1,3,1,2,1,2,,2,,1,1,2,10,
2,2,48,2,,1,2,3,5,1,12,,1,2,,1,1,1,50,,1,3,4,1,5,,12,,1,3,6,1,3,4,2,1,5,2,2,2,1,5,2,2,,,3,1,1
,,79,7,2,1,5,2,,3,16,2,,2,1,,,1,,15,2,3,,1,1,5,,3,1,3,5,1,3,1,,1,6,1,2,,1,3,2,,1,2,1,,
2,2,30,3,,1,0,2,2,1,12,,2,,,1,2,2,55,,,,5,5,,4,12,3,9,,6,1,4,,2,1,5,1,2,1,1,,,2,1,2,,,1
2,2,32,0,,1,2,2,8,1,12,,1,3,3,1,1,1,,18,1,3,1,1,2,,12,,1,2,3,1,1,4,1,1,6,1,2,2,2,5,4,1,,,3,5,1
1,1,30,1,2,1,3,1,9,0,11,1,2,,,1,1,2,,7,,,2,5,,4,12,5,3,,4,2,6,,,1,8,2,2,1,2,5,,2,2,2,,,1
2,2,44,7,,1,4,2,5,3,16,,1,3,3,1,2,2,40,18,1,5,5,1,2,,12,,1,3,6,1,3,1,,1,4,1,2,1,1,3,2,1,,,4,10,1
,,42,0,1,2,2,2,,2,14,1,,3,3,,,3,40,10,2,3,,3,5,4,12,3,1,1,4,,2,4,,1,5,2,2,1,2,2,2,,3,2,1,3,
1,2,42,2,,1,0,2,7,3,16,,2,,,3,1,2,,15,,,2,5,,4,12,4,5,,4,1,5,,1,1,3,1,2,2,1,5,,1,1,2,,,2
2,2,26,2,,1,0,2,3,1,13,,2,3,3,3,1,2,60,1,1,3,4,5,5,,16,,4,2,2,1,4,4,1,1,6,2,5,2,1,1,1,2,,,3,3,1
1,1,63,0,,2,1,3,7,1,12,,1,3,4,3,1,2,,,1,5,1,3,4,,6,,0,1,3,1,,3,1,1,5,1,5,,2,,2,1,,,2,5,2
,,45,8,,2,3,2,,2,16,,,1,4,,,2,35,14,2,2,,1,4,4,,1,1,3,3,1,2,1,1,2,5,1,5,2,2,2,3,,3,1,2,2,
1,1,33,5,,2,4,2,6,2,15,,1,,,1,1,3,46,18,,,1,5,,3,,1,1,,,1,1,,1,2,,1,5,2,2,5,,2,2,2,,,1
,,27,4,,2,1,1,,1,15,,,3,3,,,2,,17,2,4,,1,4,3,14,5,1,2,5,1,1,1,,1,,1,5,1,2,4,2,,4,,3,3,
2,2,50,4,,1,2,3,9,3,16,2,1,,,1,2,1,40,25,,,5,1,,5,4,1,1,,4,1,1,,1,2,4,4,5,2,1,3,,1,1,1,,,2
1,1,68,4,,1,2,3,5,3,16,,1,4,3,1,1,2,16,17,1,3,4,3,4,,16,,1,4,5,1,2,4,2,1,5,1,5,1,1,,4,1,,,2,6,1
,,55,7,2,1,2,3,,1,12,2,,3,2,,,1,,23,2,5,,1,2,1,12,1,1,3,6,1,1,1,2,1,,1,5,1,2,4,1,,2,1,3,2,
2,2,58,5,,2,6,2,4,0,9,,1,,,2,1,2,9,15,,,,2,,1,,2,1,,4,1,2,,1,2,5,1,5,1,2,,,2,4,2,,,1
,,19,0,,1,0,3,,1,13,,,3,3,,,2,43,18,2,3,,5,5,4,14,1,0,3,3,1,3,3,,1,3,2,5,1,2,,2,,1,1,2,12,
2,2,42,7,,2,4,,,0,,,2,2,3,3,1,3,40,,,4,,4,3,,,,,,2,1,1,4,,1,10,2,5,2,1,,,2,,,2,,1
,,63,0,,1,2,1,,1,13,,,4,3,,,1,,9,1,2,,3,5,2,,3,5,2,6,1,2,4,,1,7,1,5,,1,3,2,,1,2,3,,
,,27,5,2,2,0,2,,3,16,2,,3,2,,,2,50,16,2,3,,1,5,4,12,2,1,2,5,1,1,1,,1,7,1,5,1,2,5,2,,3,,2,20,
2,2,38,4,,1,2,3,5,1,12,,2,3,3,1,1,2,35,22,1,4,2,1,5,,12,,1,3,5,2,2,4,1,1,3,1,5,2,1,4,2,2,,,2,10,1
